SalesID,Quantity,Price,Discount,Revenue,TotalPrice,DiscountedRevenue
160,96,385.91,0.17,2652.85,37047.36,30749.3088
161,4,486.62,0.3,3621.76,1946.48,1362.5359999999998
162,94,150.06,0.07,4941.02,14105.64,13118.2452
163,23,44.84,0.32,7928.43,1031.3200000000002,701.2976000000001
164,15,179.37,0.43,1745.39,2690.55,1533.6135000000002
165,43,374.21,0.15,1174.7,16091.029999999999,13677.375499999998
166,29,224.67,0.23,1619.07,6515.429999999999,5016.8811
167,36,410.72,0.11,2260.41,14785.920000000002,13159.468800000002
168,13,279.17,0.18,689.07,3629.21,2975.9522
169,32,465.6,0.01,9270.93,14899.2,14750.208
170,71,474.45,0.48,3258.93,33685.95,17516.694
171,59,43.96,0.21,1852.06,2593.64,2048.9756
172,86,233.64,0.39,6414.56,20093.039999999997,12256.754399999998
173,28,308.75,0.07,7891.26,8645.0,8039.849999999999
174,66,135.38,0.41,7557.02,8935.08,5271.6972000000005
175,42,209.47,0.43,7215.2,8797.74,5014.7118
176,45,342.06,0.36,600.25,15392.7,9851.328000000001
177,62,121.1,0.45,7843.38,7508.2,4129.51
178,57,304.97,0.08,5068.6,17383.29,15992.626800000002
179,6,351.75,0.24,6525.95,2110.5,1603.98
180,28,54.34,0.31,9568.6,1521.52,1049.8488
181,28,253.79,0.3,8125.66,7106.12,4974.284
182,44,138.91,0.43,8271.18,6112.04,3483.8628000000003
183,84,364.95,0.11,1896.53,30655.8,27283.662
184,30,102.88,0.09,4816.53,3086.3999999999996,2808.624
185,62,447.2,0.13,9498.32,27726.399999999998,24121.967999999997
186,75,221.16,0.45,5868.58,16587.0,9122.85
187,92,107.02,0.47,1115.61,9845.84,5218.2952000000005
188,89,224.63,0.28,7345.02,19992.07,14394.2904
189,62,210.28,0.25,524.98,13037.36,9778.02
190,97,220.17,0.3,7448.74,21356.489999999998,14949.542999999998
191,1,296.93,0.31,8809.75,296.93,204.8817
192,27,265.38,0.09,4309.98,7165.26,6520.386600000001
193,62,83.39,0.34,4194.77,5170.18,3412.3187999999996
194,77,42.13,0.23,3111.69,3244.01,2497.8877
195,3,367.41,0.26,8781.69,1102.23,815.6502
196,70,284.26,0.02,5523.07,19898.2,19500.236
197,72,185.91,0.38,5834.67,13385.52,8299.0224
198,27,406.1,0.42,6650.9,10964.7,6359.526000000001
199,9,200.15,0.31,3072.29,1801.3500000000001,1242.9315
200,62,400.02,0.37,4384.58,24801.239999999998,15624.7812
201,37,159.82,0.26,7441.9,5913.34,4375.8716
202,97,45.69,0.31,9856.32,4431.929999999999,3058.0316999999995
203,51,466.99,0.2,439.62,23816.49,19053.192000000003
204,44,203.33,0.4,522.22,8946.52,5367.912
205,24,398.42,0.23,4338.02,9562.08,7362.8016
206,79,146.78,0.34,6630.26,11595.62,7653.1092
207,59,326.72,0.31,3925.01,19276.480000000003,13300.771200000001
208,32,437.92,0.35,9996.42,14013.44,9108.736
209,96,30.41,0.39,2034.06,2919.36,1780.8096
210,88,417.01,0.26,178.46,36696.88,27155.691199999997
211,52,289.95,0.41,1982.28,15077.4,8895.666000000001
212,62,307.66,0.25,8879.74,19074.920000000002,14306.190000000002
213,58,266.35,0.48,1536.98,15448.300000000001,8033.116000000001
214,52,438.49,0.38,4841.85,22801.48,14136.917599999999
215,12,31.28,0.09,4250.83,375.36,341.5776
216,39,137.9,0.41,6690.68,5378.1,3173.0790000000006
217,2,439.12,0.28,640.5,878.24,632.3328
218,3,378.65,0.49,6621.63,1135.9499999999998,579.3344999999999
219,56,18.65,0.36,3612.04,1044.3999999999999,668.4159999999999
220,81,263.33,0.04,9267.79,21329.73,20476.5408
221,59,269.49,0.2,8503.98,15899.91,12719.928
222,2,206.43,0.26,4055.11,412.86,305.51640000000003
223,2,155.72,0.42,9929.63,311.44,180.63520000000003
224,92,344.05,0.36,614.24,31652.600000000002,20257.664
225,54,111.82,0.18,7907.46,6038.28,4951.3896
226,87,401.48,0.33,4394.98,34928.76,23402.2692
227,96,403.49,0.29,4389.72,38735.04,27501.878399999998
228,97,213.48,0.06,1784.32,20707.559999999998,19465.106399999997
229,1,148.94,0.12,5197.31,148.94,131.06719999999999
230,19,149.1,0.17,938.71,2832.9,2351.307
231,2,246.32,0.1,6204.11,492.64,443.376
232,53,362.59,0.08,2491.75,19217.27,17679.8884
233,44,185.85,0.03,7276.09,8177.4,7932.0779999999995
234,90,308.92,0.44,6112.88,27802.800000000003,15569.568000000003
235,32,197.42,0.14,7489.41,6317.44,5432.9983999999995
236,70,159.22,0.15,7522.45,11145.4,9473.59
237,32,22.18,0.1,2047.42,709.76,638.784
238,68,11.92,0.24,106.68,810.56,616.0255999999999
239,55,121.33,0.26,3721.04,6673.15,4938.130999999999
240,75,209.14,0.1,9198.79,15685.499999999998,14116.949999999999
241,56,427.12,0.3,5821.2,23918.72,16743.104
242,17,401.26,0.36,7302.27,6821.42,4365.7088
243,38,140.91,0.19,8807.75,5354.58,4337.2098000000005
244,24,129.82,0.29,9069.98,3115.68,2212.1328
245,69,121.39,0.25,5337.35,8375.91,6281.9325
246,98,176.23,0.1,5455.33,17270.539999999997,15543.485999999997
247,70,254.12,0.37,8524.29,17788.4,11206.692000000001
248,86,224.95,0.4,8094.11,19345.7,11607.42
249,11,116.95,0.32,7018.7,1286.45,874.786
250,16,73.92,0.16,6084.2,1182.72,993.4848
251,97,16.16,0.46,6210.43,1567.52,846.4608000000001
252,73,85.44,0.23,3692.82,6237.12,4802.5824
253,59,355.62,0.13,8425.09,20981.58,18253.9746
254,70,129.38,0.2,6216.02,9056.6,7245.280000000001
255,80,239.61,0.35,2312.93,19168.800000000003,12459.720000000003
256,93,299.74,0.42,2474.45,27875.82,16167.975600000002
257,3,444.55,0.18,8629.87,1333.65,1093.593
258,20,445.54,0.12,6294.5,8910.800000000001,7841.504000000001
259,59,375.41,0.31,4047.17,22149.190000000002,15282.9411
260,36,27.23,0.46,1952.3,980.28,529.3512000000001
261,19,291.78,0.09,6141.14,5543.82,5044.8762
262,90,395.43,0.4,1924.67,35588.7,21353.219999999998
263,67,18.47,0.24,4754.65,1237.49,940.4924
264,19,279.35,0.4,6807.35,5307.650000000001,3184.59
265,20,430.3,0.25,5697.61,8606.0,6454.5
266,96,242.31,0.19,9228.79,23261.760000000002,18842.025600000004
267,71,12.01,0.35,493.24,852.71,554.2615000000001
268,52,15.4,0.45,2869.97,800.8000000000001,440.44000000000005
269,33,214.15,0.16,665.15,7066.95,5936.237999999999
270,40,85.95,0.23,2026.58,3438.0,2647.26
271,39,335.58,0.11,1327.44,13087.619999999999,11647.9818
272,82,357.31,0.09,7353.35,29299.420000000002,26662.472200000004
273,1,97.16,0.39,3756.82,97.16,59.267599999999995
274,11,445.38,0.1,9257.94,4899.18,4409.262000000001
275,92,226.53,0.4,331.44,20840.76,12504.455999999998
276,57,79.99,0.21,6563.95,4559.429999999999,3601.9496999999997
277,89,384.48,0.5,9708.39,34218.72,17109.36
278,50,397.09,0.1,1840.8,19854.5,17869.05
279,23,323.25,0.05,4480.08,7434.75,7063.0125
280,31,428.2,0.04,7048.71,13274.199999999999,12743.231999999998
281,94,371.31,0.42,6368.07,34903.14,20243.821200000002
282,42,442.28,0.22,5703.67,18575.76,14489.092799999999
283,99,222.61,0.0,3334.89,22038.390000000003,22038.390000000003
284,7,376.32,0.44,7309.18,2634.24,1475.1744
285,16,499.88,0.44,6567.23,7998.08,4478.924800000001
286,90,365.22,0.4,1711.72,32869.8,19721.88
287,60,65.95,0.12,9644.5,3957.0,3482.16
288,2,263.98,0.19,5601.16,527.96,427.64760000000007
289,1,297.8,0.37,5302.07,297.8,187.614
290,48,95.36,0.24,8497.54,4577.28,3478.7327999999998
291,12,481.82,0.08,6440.09,5781.84,5319.2928
292,69,96.03,0.12,837.34,6626.07,5830.9416
293,37,97.0,0.49,5115.23,3589.0,1830.39
294,32,458.43,0.08,7827.91,14669.76,13496.1792
295,9,237.95,0.36,7029.8,2141.5499999999997,1370.5919999999999
296,99,40.96,0.24,9710.61,4055.04,3081.8304
297,19,303.11,0.37,346.67,5759.09,3628.2267
298,48,304.89,0.33,2686.07,14634.72,9805.262399999998
299,80,41.61,0.22,5536.65,3328.8,2596.4640000000004
300,3,486.54,0.18,6232.95,1459.6200000000001,1196.8884000000003
301,20,276.57,0.38,2816.12,5531.4,3429.468
302,24,284.3,0.16,8285.34,6823.200000000001,5731.488
303,54,264.86,0.39,1727.04,14302.44,8724.4884
304,33,309.26,0.34,108.41,10205.58,6735.6828
305,24,139.51,0.29,9528.67,3348.24,2377.2504
306,75,150.75,0.18,3976.41,11306.25,9271.125
307,72,260.56,0.1,9579.15,18760.32,16884.288
308,36,405.28,0.36,2851.52,14590.079999999998,9337.651199999998
309,38,34.43,0.05,728.14,1308.34,1242.9229999999998
310,84,305.67,0.49,7747.94,25676.280000000002,13094.902800000002
311,99,405.32,0.49,8374.61,40126.68,20464.6068
312,89,86.89,0.07,4971.66,7733.21,7191.8853
313,99,17.36,0.05,831.12,1718.6399999999999,1632.7079999999999
314,25,163.23,0.21,6575.93,4080.7499999999995,3223.7924999999996
315,93,298.19,0.48,1903.23,27731.67,14420.4684
316,18,77.76,0.2,8508.88,1399.68,1119.7440000000001
317,82,218.8,0.18,2812.83,17941.600000000002,14712.112000000003
318,66,280.64,0.35,8492.29,18522.239999999998,12039.455999999998
319,54,303.45,0.09,4326.55,16386.3,14911.533
320,35,144.46,0.18,6005.23,5056.1,4146.002
321,80,206.01,0.15,7916.67,16480.8,14008.679999999998
322,61,391.39,0.3,500.35,23874.79,16712.353
323,41,471.2,0.08,8229.54,19319.2,17773.664
324,33,432.32,0.27,1472.62,14266.56,10414.5888
325,68,286.5,0.43,3648.34,19482.0,11104.740000000002
326,33,211.04,0.26,4780.53,6964.32,5153.596799999999
327,14,173.15,0.34,8964.72,2424.1,1599.9059999999997
328,21,71.23,0.04,322.16,1495.8300000000002,1435.9968000000001
329,48,62.21,0.22,5636.11,2986.08,2329.1424
330,20,347.3,0.05,6460.97,6946.0,6598.7
331,8,137.3,0.3,3234.16,1098.4,768.88
332,7,134.78,0.14,2975.82,943.46,811.3756
333,67,499.12,0.14,4955.64,33441.04,28759.2944
334,17,102.08,0.04,1952.29,1735.36,1665.9455999999998
335,33,82.55,0.16,4734.38,2724.15,2288.286
336,48,58.36,0.25,7673.75,2801.2799999999997,2100.96
337,76,294.1,0.29,8469.42,22351.600000000002,15869.636
338,59,317.65,0.03,3913.1,18741.35,18179.1095
339,86,188.96,0.33,6211.29,16250.560000000001,10887.8752
340,22,272.35,0.24,100.2,5991.700000000001,4553.692000000001
341,30,396.32,0.27,5548.49,11889.6,8679.408
342,38,410.87,0.42,9754.84,15613.06,9055.5748
343,51,479.38,0.17,3191.42,24448.38,20292.1554
344,54,413.89,0.09,5988.28,22350.059999999998,20338.5546
345,8,286.77,0.28,7646.61,2294.16,1651.7951999999998
346,27,98.03,0.47,6128.44,2646.81,1402.8093000000001
347,27,58.88,0.26,4243.15,1589.76,1176.4224
348,98,36.71,0.42,1610.5,3597.58,2086.5964000000004
349,21,336.6,0.38,4690.64,7068.6,4382.532
350,30,405.69,0.26,3018.36,12170.7,9006.318000000001
351,97,259.26,0.32,6989.61,25148.219999999998,17100.789599999996
352,28,36.81,0.2,4474.94,1030.68,824.5440000000001
353,64,272.38,0.27,8513.81,17432.32,12725.5936
354,97,468.52,0.25,2013.89,45446.439999999995,34084.829999999994
355,69,302.83,0.35,4235.43,20895.27,13581.925500000001
356,61,406.62,0.2,5619.3,24803.82,19843.056
357,48,402.07,0.05,1347.55,19299.36,18334.392
358,19,466.74,0.39,5920.31,8868.06,5409.5166
359,4,387.41,0.34,2980.12,1549.64,1022.7624
360,35,376.37,0.48,2372.42,13172.95,6849.934
361,64,124.71,0.21,1504.92,7981.44,6305.3376
362,49,39.36,0.04,3563.83,1928.6399999999999,1851.4943999999998
363,17,263.62,0.06,9296.93,4481.54,4212.647599999999
364,44,70.97,0.39,406.96,3122.68,1904.8347999999999
365,92,481.48,0.03,8536.35,44296.16,42967.275200000004
366,30,152.06,0.45,4033.87,4561.8,2508.9900000000002
367,93,427.94,0.14,5659.86,39798.42,34226.6412
368,46,199.94,0.45,5176.84,9197.24,5058.482
369,6,168.37,0.39,9264.83,1010.22,616.2342
370,99,468.23,0.44,7724.28,46354.770000000004,25958.671200000004
371,37,188.03,0.11,9849.75,6957.11,6191.8279
372,24,201.24,0.3,7964.86,4829.76,3380.832
373,93,61.98,0.05,3029.3,5764.139999999999,5475.932999999999
374,46,338.52,0.1,9632.55,15571.919999999998,14014.728
375,53,151.53,0.15,9837.3,8031.09,6826.4265
376,95,296.95,0.37,1318.63,28210.25,17772.4575
377,99,299.76,0.01,9020.34,29676.239999999998,29379.4776
378,60,362.41,0.45,6675.6,21744.600000000002,11959.530000000002
379,97,375.17,0.04,9227.74,36391.49,34935.8304
380,63,262.08,0.19,9165.82,16511.039999999997,13373.942399999998
381,85,172.19,0.04,8924.59,14636.15,14050.704
382,32,420.35,0.38,8864.23,13451.2,8339.744
383,87,161.83,0.07,1264.7,14079.210000000001,13093.6653
384,33,258.68,0.44,1520.81,8536.44,4780.406400000001
385,67,206.61,0.27,1266.02,13842.87,10105.295100000001
386,18,428.99,0.47,1001.19,7721.82,4092.5646
387,25,221.64,0.15,3597.52,5541.0,4709.849999999999
388,95,199.19,0.23,6871.19,18923.05,14570.7485
389,54,348.01,0.35,3611.46,18792.54,12215.151000000002
390,58,305.2,0.42,7230.97,17701.6,10266.928
391,67,62.55,0.21,8220.8,4190.849999999999,3310.7715
392,46,259.0,0.45,6695.53,11914.0,6552.700000000001
393,24,370.38,0.06,4704.54,8889.119999999999,8355.772799999999
394,32,496.12,0.35,3025.62,15875.84,10319.296
395,47,318.28,0.17,1331.59,14959.159999999998,12416.102799999997
396,86,191.44,0.05,4987.15,16463.84,15640.648
397,23,120.81,0.19,7224.03,2778.63,2250.6903
398,66,437.69,0.44,5527.61,28887.54,16177.022400000002
399,27,409.14,0.49,7242.67,11046.779999999999,5633.8578
400,2,124.62,0.2,3418.67,249.24,199.39200000000002
401,90,108.31,0.44,761.28,9747.9,5458.8240000000005
402,17,360.42,0.25,7733.87,6127.14,4595.3550000000005
403,33,164.33,0.36,2275.27,5422.89,3470.6496
404,9,160.14,0.02,6201.22,1441.2599999999998,1412.4347999999998
405,43,84.62,0.28,8062.5,3638.6600000000003,2619.8352
406,48,139.35,0.04,1477.19,6688.799999999999,6421.247999999999
407,39,219.48,0.13,6025.1,8559.72,7446.956399999999
408,93,369.09,0.28,6924.81,34325.369999999995,24714.266399999997
409,42,174.79,0.4,7490.66,7341.179999999999,4404.708
410,26,171.02,0.28,1561.9,4446.52,3201.4944
411,99,149.61,0.47,8268.65,14811.390000000001,7850.0367000000015
412,50,244.36,0.41,1032.07,12218.0,7208.620000000001
413,25,98.51,0.08,5243.88,2462.75,2265.73
414,24,247.96,0.19,4489.79,5951.04,4820.3424
415,13,355.05,0.33,2295.48,4615.650000000001,3092.4855000000002
416,60,24.6,0.47,3089.11,1476.0,782.2800000000001
417,7,14.79,0.49,1727.91,103.53,52.8003
418,57,46.81,0.38,4314.69,2668.17,1654.2654
419,36,272.47,0.29,451.56,9808.920000000002,6964.333200000001
420,45,428.68,0.38,8900.26,19290.6,11960.171999999999
421,20,12.39,0.14,1718.52,247.8,213.108
422,65,468.96,0.14,8871.58,30482.399999999998,26214.863999999998
423,8,62.08,0.33,8649.42,496.64,332.74879999999996
424,16,422.57,0.44,4571.6,6761.12,3786.2272000000003
425,14,246.6,0.48,5027.48,3452.4,1795.248
426,76,333.09,0.17,3088.94,25314.839999999997,21011.317199999998
427,87,260.23,0.4,9969.06,22640.010000000002,13584.006000000001
428,15,243.75,0.43,6740.64,3656.25,2084.0625
429,92,419.1,0.31,9522.9,38557.200000000004,26604.468
430,98,380.38,0.17,4206.49,37277.24,30940.109199999995
431,66,246.87,0.31,8841.86,16293.42,11242.459799999999
432,32,64.7,0.29,4537.52,2070.4,1469.984
433,87,66.55,0.3,8681.61,5789.849999999999,4052.8949999999995
434,63,402.75,0.31,1396.17,25373.25,17507.5425
435,86,269.4,0.42,6404.86,23168.399999999998,13437.672
436,51,245.98,0.09,6819.16,12544.98,11415.9318
437,25,343.48,0.18,6596.09,8587.0,7041.34
438,58,430.83,0.29,4525.57,24988.14,17741.5794
439,63,318.15,0.14,6870.77,20043.449999999997,17237.367
440,62,383.8,0.49,2470.68,23795.600000000002,12135.756000000001
441,22,384.98,0.13,5998.9,8469.560000000001,7368.517200000001
442,58,184.57,0.23,5586.93,10705.06,8242.8962
443,58,144.3,0.44,3251.56,8369.400000000001,4686.864000000001
444,86,402.57,0.04,7810.75,34621.02,33236.1792
445,49,194.82,0.41,900.63,9546.18,5632.2462000000005
446,52,452.63,0.29,1797.25,23536.76,16711.099599999998
447,42,44.15,0.02,4764.39,1854.3,1817.214
448,70,38.53,0.45,8928.19,2697.1,1483.405
449,15,464.23,0.02,5794.08,6963.450000000001,6824.1810000000005
450,54,327.74,0.26,8436.46,17697.96,13096.490399999999
451,60,196.0,0.02,5223.94,11760.0,11524.8
452,97,379.98,0.04,7876.01,36858.060000000005,35383.7376
453,8,339.44,0.44,3325.39,2715.52,1520.6912000000002
454,53,270.29,0.38,8169.91,14325.37,8881.7294
455,60,58.45,0.1,4076.69,3507.0,3156.3
456,5,407.97,0.31,5632.43,2039.8500000000001,1407.4965
457,68,434.35,0.4,1841.23,29535.800000000003,17721.48
458,6,94.36,0.44,9212.29,566.16,317.0496
459,96,426.75,0.23,7044.45,40968.0,31545.36
460,94,440.15,0.45,8602.66,41374.1,22755.755
461,47,279.22,0.25,2157.84,13123.340000000002,9842.505000000001
462,99,331.53,0.34,770.08,32821.469999999994,21662.170199999993
463,55,197.3,0.49,3438.37,10851.5,5534.265
464,40,148.08,0.12,5215.19,5923.200000000001,5212.416000000001
465,52,363.77,0.08,8043.46,18916.04,17402.756800000003
466,16,432.32,0.17,4037.49,6917.12,5741.209599999999
467,13,330.5,0.08,2772.59,4296.5,3952.78
468,30,260.68,0.14,3788.2,7820.400000000001,6725.544000000001
469,19,87.87,0.37,7065.71,1669.5300000000002,1051.8039
470,17,36.19,0.24,3428.56,615.23,467.57480000000004
471,63,228.39,0.19,9793.74,14388.57,11654.7417
472,19,34.18,0.18,1832.29,649.42,532.5244
