SalesID,Quantity,Price,Discount,Revenue
334,17,102.08,0.04,1952.29
335,33,82.55,0.16,4734.38
336,48,58.36,0.25,7673.75
337,76,294.1,0.29,8469.42
338,59,317.65,0.03,3913.1
339,86,188.96,0.33,6211.29
340,22,272.35,0.24,100.2
341,30,396.32,0.27,5548.49
342,38,410.87,0.42,9754.84
343,51,479.38,0.17,3191.42
344,54,413.89,0.09,5988.28
345,8,286.77,0.28,7646.61
346,27,98.03,0.47,6128.44
347,27,58.88,0.26,4243.15
348,98,36.71,0.42,1610.5
349,21,336.6,0.38,4690.64
350,30,405.69,0.26,3018.36
351,97,259.26,0.32,6989.61
352,28,36.81,0.2,4474.94
353,64,272.38,0.27,8513.81
354,97,468.52,0.25,2013.89
355,69,302.83,0.35,4235.43
356,61,406.62,0.2,5619.3
357,48,402.07,0.05,1347.55
358,19,466.74,0.39,5920.31
359,4,387.41,0.34,2980.12
360,35,376.37,0.48,2372.42
361,64,124.71,0.21,1504.92
362,49,39.36,0.04,3563.83
363,17,263.62,0.06,9296.93
364,44,70.97,0.39,406.96
365,92,481.48,0.03,8536.35
366,30,152.06,0.45,4033.87
367,93,427.94,0.14,5659.86
368,46,199.94,0.45,5176.84
369,6,168.37,0.39,9264.83
370,99,468.23,0.44,7724.28
371,37,188.03,0.11,9849.75
372,24,201.24,0.3,7964.86
373,93,61.98,0.05,3029.3
374,46,338.52,0.1,9632.55
375,53,151.53,0.15,9837.3
376,95,296.95,0.37,1318.63
377,99,299.76,0.01,9020.34
378,60,362.41,0.45,6675.6
379,97,375.17,0.04,9227.74
380,63,262.08,0.19,9165.82
381,85,172.19,0.04,8924.59
382,32,420.35,0.38,8864.23
383,87,161.83,0.07,1264.7
384,33,258.68,0.44,1520.81
385,67,206.61,0.27,1266.02
386,18,428.99,0.47,1001.19
387,25,221.64,0.15,3597.52
388,95,199.19,0.23,6871.19
389,54,348.01,0.35,3611.46
390,58,305.2,0.42,7230.97
391,67,62.55,0.21,8220.8
392,46,259.0,0.45,6695.53
393,24,370.38,0.06,4704.54
394,32,496.12,0.35,3025.62
395,47,318.28,0.17,1331.59
396,86,191.44,0.05,4987.15
397,23,120.81,0.19,7224.03
398,66,437.69,0.44,5527.61
399,27,409.14,0.49,7242.67
400,2,124.62,0.2,3418.67
401,90,108.31,0.44,761.28
402,17,360.42,0.25,7733.87
403,33,164.33,0.36,2275.27
404,9,160.14,0.02,6201.22
405,43,84.62,0.28,8062.5
406,48,139.35,0.04,1477.19
407,39,219.48,0.13,6025.1
408,93,369.09,0.28,6924.81
409,42,174.79,0.4,7490.66
410,26,171.02,0.28,1561.9
411,99,149.61,0.47,8268.65
412,50,244.36,0.41,1032.07
413,25,98.51,0.08,5243.88
414,24,247.96,0.19,4489.79
415,13,355.05,0.33,2295.48
416,60,24.6,0.47,3089.11
417,7,14.79,0.49,1727.91
418,57,46.81,0.38,4314.69
419,36,272.47,0.29,451.56
420,45,428.68,0.38,8900.26
421,20,12.39,0.14,1718.52
422,65,468.96,0.14,8871.58
423,8,62.08,0.33,8649.42
424,16,422.57,0.44,4571.6
425,14,246.6,0.48,5027.48
426,76,333.09,0.17,3088.94
427,87,260.23,0.4,9969.06
428,15,243.75,0.43,6740.64
429,92,419.1,0.31,9522.9
430,98,380.38,0.17,4206.49
431,66,246.87,0.31,8841.86
432,32,64.7,0.29,4537.52
433,87,66.55,0.3,8681.61
434,63,402.75,0.31,1396.17
435,86,269.4,0.42,6404.86
436,51,245.98,0.09,6819.16
437,25,343.48,0.18,6596.09
438,58,430.83,0.29,4525.57
439,63,318.15,0.14,6870.77
440,62,383.8,0.49,2470.68
441,22,384.98,0.13,5998.9
442,58,184.57,0.23,5586.93
443,58,144.3,0.44,3251.56
444,86,402.57,0.04,7810.75
445,49,194.82,0.41,900.63
446,52,452.63,0.29,1797.25
447,42,44.15,0.02,4764.39
448,70,38.53,0.45,8928.19
449,15,464.23,0.02,5794.08
450,54,327.74,0.26,8436.46
451,60,196.0,0.02,5223.94
452,97,379.98,0.04,7876.01
453,8,339.44,0.44,3325.39
454,53,270.29,0.38,8169.91
455,60,58.45,0.1,4076.69
456,5,407.97,0.31,5632.43
457,68,434.35,0.4,1841.23
458,6,94.36,0.44,9212.29
459,96,426.75,0.23,7044.45
460,94,440.15,0.45,8602.66
461,47,279.22,0.25,2157.84
462,99,331.53,0.34,770.08
463,55,197.3,0.49,3438.37
464,40,148.08,0.12,5215.19
465,52,363.77,0.08,8043.46
466,16,432.32,0.17,4037.49
467,13,330.5,0.08,2772.59
468,30,260.68,0.14,3788.2
469,19,87.87,0.37,7065.71
470,17,36.19,0.24,3428.56
471,63,228.39,0.19,9793.74
472,19,34.18,0.18,1832.29
473,92,288.97,0.1,7555.65
474,58,197.54,0.22,5932.72
475,55,381.02,0.31,2407.65
476,90,159.77,0.07,7560.78
477,90,300.56,0.49,4530.65
478,62,273.46,0.22,6855.74
479,23,12.31,0.47,6656.35
480,9,45.47,0.07,1195.37
481,12,152.28,0.38,8415.83
482,1,442.3,0.31,6846.6
483,58,82.04,0.41,7827.81
484,1,358.34,0.3,4532.88
485,34,486.95,0.48,2031.11
486,96,397.38,0.31,3329.51
487,48,129.04,0.39,9024.55
488,89,455.1,0.44,9386.38
489,1,55.62,0.36,4870.48
490,16,239.39,0.26,3058.08
491,61,444.9,0.14,7330.08
492,64,324.22,0.43,7683.33
493,63,212.69,0.24,8173.12
494,69,153.48,0.31,407.73
495,22,193.8,0.04,196.37
496,93,259.38,0.25,3635.84
497,67,166.33,0.35,1609.72
498,76,484.79,0.29,8069.32
499,26,467.21,0.22,5375.15
500,16,436.63,0.11,8270.95
501,51,216.7,0.15,1851.44
502,86,348.74,0.35,6309.5
503,57,452.39,0.11,5843.7
504,29,426.71,0.31,3469.75
505,78,213.02,0.29,5219.1
506,92,65.07,0.49,5931.37
507,69,47.06,0.03,8905.93
508,47,292.76,0.05,650.82
509,94,324.89,0.25,8251.4
510,62,426.42,0.26,9803.55
511,69,153.33,0.02,7344.57
512,76,92.06,0.41,7399.74
513,16,195.71,0.25,2257.95
514,90,183.25,0.17,5278.43
515,90,74.91,0.16,7088.81
516,48,339.42,0.43,6062.58
517,85,259.26,0.1,3912.8
518,39,363.35,0.08,9407.17
519,33,182.82,0.11,5188.47
520,94,169.59,0.31,9701.77
521,23,241.56,0.41,5682.37
522,10,439.93,0.17,7954.5
523,69,29.74,0.09,7446.03
524,34,404.37,0.1,6642.16
525,52,190.8,0.31,243.16
526,95,428.76,0.12,866.55
527,10,403.08,0.44,5856.69
528,19,180.89,0.05,9126.64
529,58,350.0,0.02,6051.3
530,96,88.22,0.04,2436.36
531,1,449.18,0.42,3270.16
532,69,208.2,0.33,6269.28
533,4,233.26,0.48,6010.84
534,16,355.82,0.17,9561.46
535,24,412.21,0.11,5337.94
536,80,125.81,0.28,3614.65
537,2,334.06,0.27,5297.43
538,92,202.08,0.3,7883.72
539,32,190.66,0.17,5449.6
540,91,348.11,0.0,3327.92
541,84,199.72,0.02,3452.35
542,24,179.59,0.33,7592.44
543,12,419.59,0.26,757.84
544,50,59.63,0.41,2820.08
545,35,341.19,0.15,1615.07
546,33,131.88,0.41,9452.29
547,33,17.59,0.21,991.93
548,61,91.71,0.05,7606.02
549,51,307.26,0.49,6341.21
550,43,357.47,0.26,6364.76
551,12,20.32,0.31,7657.99
552,67,27.85,0.34,4064.83
553,65,452.25,0.18,4067.36
554,33,45.92,0.37,2958.19
555,40,448.15,0.44,6017.73
556,74,121.8,0.19,9305.07
557,43,372.61,0.33,9247.43
558,44,161.77,0.38,7059.31
559,29,430.79,0.1,9071.24
560,13,353.22,0.17,9638.84
561,12,206.89,0.05,7971.54
562,95,47.39,0.3,4137.55
563,46,369.02,0.4,4883.93
564,2,312.27,0.31,9319.44
565,35,11.43,0.09,6733.08
566,87,14.62,0.27,8224.87
567,81,406.31,0.42,1249.53
568,90,137.11,0.15,2019.62
569,8,321.71,0.42,3506.67
570,93,232.57,0.39,1963.58
571,26,433.08,0.01,9074.0
572,74,459.31,0.12,2247.22
573,90,498.44,0.27,5616.12
574,34,85.31,0.36,945.99
575,7,432.85,0.44,1634.12
576,68,140.35,0.32,2549.41
577,58,299.5,0.19,9830.64
578,75,257.83,0.09,7990.93
579,29,18.81,0.38,6768.2
580,36,467.06,0.1,9170.99
581,89,48.38,0.35,9566.47
582,21,347.23,0.09,4590.37
583,36,394.65,0.05,3344.13
584,10,399.69,0.13,3221.62
585,73,76.39,0.14,453.72
586,24,229.31,0.32,2868.42
587,64,416.42,0.08,3614.96
588,99,158.31,0.47,465.3
589,49,239.2,0.28,8837.79
590,99,143.67,0.25,8493.78
591,36,237.14,0.22,2589.86
592,82,445.04,0.28,8045.33
593,96,233.01,0.01,7982.5
594,24,282.4,0.5,3416.63
595,23,207.95,0.28,7000.97
596,62,235.46,0.02,2969.59
597,96,17.44,0.29,795.73
598,37,149.04,0.22,5097.5
599,12,223.93,0.01,4439.44
600,55,320.56,0.46,1467.71
601,13,230.53,0.01,4956.48
602,23,175.53,0.29,9498.82
603,89,200.17,0.48,7340.79
604,99,128.72,0.12,7414.84
605,30,463.0,0.13,7599.75
606,17,265.65,0.0,7471.87
607,62,16.57,0.03,297.02
608,84,19.53,0.02,9254.44
609,89,486.75,0.41,8318.36
610,86,118.51,0.42,2818.34
611,13,404.75,0.36,5572.16
612,59,38.55,0.18,6188.56
613,19,461.37,0.41,1406.26
614,49,438.46,0.27,2614.24
615,12,289.84,0.15,330.18
616,61,14.41,0.22,8653.12
617,19,136.33,0.03,346.56
618,76,209.34,0.47,3255.09
619,9,235.43,0.31,874.64
620,71,155.86,0.37,7835.92
621,28,26.14,0.34,9257.33
622,78,299.16,0.33,5671.87
623,95,266.84,0.01,1481.71
624,52,148.67,0.26,5625.79
625,83,28.61,0.41,7726.38
626,16,497.35,0.02,7212.32
627,69,246.17,0.48,7443.02
628,99,380.44,0.21,2863.82
629,12,231.63,0.14,830.0
630,25,31.15,0.27,1574.74
631,52,161.7,0.4,9559.51
632,85,166.85,0.24,6173.79
633,53,420.79,0.32,7306.21
634,23,330.57,0.25,9000.74
635,16,144.96,0.32,8542.27
636,57,484.19,0.07,2262.18
637,39,167.56,0.02,674.79
638,53,499.13,0.07,9258.77
639,42,498.12,0.14,9818.52
640,58,103.69,0.13,5716.71
641,39,163.24,0.31,8895.18
642,14,248.16,0.23,2394.98
643,95,335.41,0.02,1199.28
644,5,268.74,0.02,5048.19
645,35,485.03,0.05,8130.72
646,87,364.75,0.18,6581.07
647,93,113.9,0.0,6409.47
648,75,61.5,0.25,272.84
649,18,347.32,0.18,3243.18
650,76,87.64,0.28,9401.01
651,9,395.96,0.36,1429.31
652,74,162.41,0.13,7291.02
653,58,170.18,0.08,7617.18
654,17,15.29,0.14,7355.05
655,7,353.5,0.0,9893.92
656,46,65.5,0.06,4151.16
657,13,388.71,0.38,6853.71
658,40,251.02,0.11,2017.19
659,42,394.3,0.5,4057.13
660,9,296.12,0.08,4966.45
661,50,50.39,0.39,2226.79
662,27,385.17,0.35,9077.43
663,66,44.2,0.16,7190.36
664,5,244.56,0.17,2909.2
665,29,94.45,0.28,1436.07
666,37,378.64,0.43,2949.89
667,38,456.68,0.19,6267.56
668,83,281.52,0.03,8281.45
669,8,268.3,0.19,5081.37
670,65,384.34,0.1,1114.7
671,86,12.49,0.47,2568.22
672,17,459.7,0.35,3516.92
673,71,106.75,0.03,6397.75
674,89,492.22,0.15,2541.77
675,45,370.76,0.03,2415.89
676,4,389.38,0.42,2933.4
677,36,331.54,0.45,5966.04
678,70,241.11,0.06,4977.04
679,31,290.1,0.22,8432.2
680,19,32.74,0.47,7009.53
681,61,315.74,0.07,6701.54
682,54,316.79,0.15,1631.04
683,39,446.69,0.15,646.76
684,91,257.77,0.02,5148.99
685,74,47.8,0.02,809.25
686,90,160.04,0.48,3703.78
687,19,331.26,0.29,358.51
688,39,127.24,0.15,1850.41
689,67,147.46,0.19,1192.64
690,45,412.03,0.36,8029.75
691,13,296.32,0.18,3526.65
692,92,259.18,0.11,880.58
693,58,166.04,0.05,2728.25
694,20,368.15,0.36,6859.8
695,92,150.98,0.09,7481.79
696,72,371.16,0.03,1286.66
697,61,44.35,0.21,7807.81
698,39,433.63,0.02,3768.54
699,1,254.79,0.48,6825.89
700,3,224.87,0.31,6747.93
701,77,309.4,0.08,7956.57
702,92,315.85,0.09,7002.11
703,62,74.7,0.28,484.8
704,63,380.55,0.18,5242.86
705,25,145.2,0.39,1745.19
706,56,453.43,0.27,9702.65
707,33,410.75,0.22,2632.76
708,38,179.67,0.48,4259.06
709,6,405.79,0.2,2047.35
710,58,184.63,0.2,1432.43
711,44,59.46,0.33,6049.2
712,45,481.33,0.4,4982.48
713,32,329.77,0.31,3809.13
714,45,233.49,0.35,945.65
715,61,204.91,0.19,7386.0
716,47,169.11,0.24,157.98
717,21,490.91,0.1,4630.85
718,80,76.03,0.34,6362.46
719,85,164.25,0.11,4364.04
720,75,247.89,0.0,1349.47
721,36,244.22,0.47,7804.67
722,99,240.97,0.15,3307.05
723,19,96.13,0.1,1434.08
724,20,81.02,0.13,5547.63
725,57,134.84,0.17,289.8
726,18,458.12,0.24,3308.23
727,47,65.4,0.03,7531.36
728,49,381.14,0.03,9135.84
729,14,381.2,0.15,5958.1
730,15,406.79,0.15,2254.35
731,31,444.44,0.06,2278.0
732,1,138.89,0.2,6078.33
733,54,120.03,0.14,4126.94
734,3,238.1,0.01,1854.92
735,16,139.89,0.44,7895.23
736,87,369.81,0.44,2082.41
737,57,321.61,0.1,3284.24
738,75,438.74,0.08,708.15
739,12,50.54,0.27,7043.58
740,74,458.39,0.32,2825.25
741,96,153.74,0.48,2405.38
742,16,250.44,0.19,3103.25
743,72,224.92,0.31,8753.89
744,76,382.55,0.44,5228.38
745,24,215.96,0.22,1663.06
746,28,472.34,0.06,7767.36
747,8,452.24,0.19,2163.69
748,92,437.36,0.07,4183.51
749,36,44.92,0.01,5723.95
750,90,428.59,0.38,5885.98
751,8,393.0,0.12,783.42
752,58,60.72,0.0,8384.36
753,60,62.63,0.44,4846.36
754,50,59.57,0.22,9893.68
755,28,15.55,0.12,7202.68
756,92,278.83,0.13,9926.43
757,41,486.96,0.12,4589.4
758,64,224.96,0.1,1493.74
759,27,274.97,0.42,7300.36
760,63,484.31,0.09,7799.83
761,17,135.04,0.28,8543.07
762,73,430.65,0.04,3084.35
763,33,277.73,0.47,5155.77
764,84,289.04,0.3,8589.31
765,77,178.16,0.45,8660.89
766,92,285.18,0.2,354.27
767,29,45.84,0.41,6742.08
768,13,384.68,0.43,6056.7
769,46,149.5,0.35,925.04
770,35,444.93,0.05,9308.35
771,6,190.25,0.01,4509.19
772,82,79.98,0.08,6775.15
773,69,350.98,0.06,8839.7
774,47,90.64,0.36,1388.2
775,25,379.3,0.28,8572.85
776,66,484.37,0.26,7270.63
777,10,391.98,0.13,8411.96
778,56,21.0,0.08,4998.87
779,30,303.94,0.1,431.5
780,5,350.75,0.2,6738.11
781,33,414.47,0.37,3807.87
782,65,37.44,0.13,4083.92
783,18,245.25,0.35,4468.5
784,96,272.33,0.25,4979.81
785,49,92.87,0.44,6653.15
786,11,168.0,0.12,7295.08
787,85,225.71,0.23,7790.74
788,26,418.27,0.05,6748.9
789,63,465.41,0.17,8054.45
790,89,317.93,0.25,1309.28
791,86,203.52,0.37,8384.49
792,59,134.48,0.1,3934.06
793,27,491.25,0.11,5334.89
794,49,491.68,0.32,4394.42
795,77,463.24,0.19,4809.6
796,33,394.98,0.24,2925.73
797,98,169.63,0.42,1782.51
798,99,410.33,0.25,1138.46
799,1,210.31,0.33,4568.85
800,21,170.12,0.33,1340.08
801,55,374.98,0.4,2525.39
802,6,49.03,0.32,1422.8
803,92,33.8,0.03,1180.3
804,81,229.5,0.17,8836.37
805,69,228.36,0.49,6772.86
806,95,448.87,0.1,9245.22
807,5,71.82,0.29,6475.72
808,3,70.41,0.42,8455.12
809,53,82.25,0.29,5597.46
810,23,24.57,0.19,4680.04
811,53,45.15,0.04,5331.93
812,37,333.34,0.18,3270.23
813,74,221.48,0.09,6613.93
814,74,384.17,0.48,8982.03
815,83,496.37,0.36,7845.3
816,17,332.93,0.37,4673.8
817,85,34.72,0.22,9543.8
818,78,61.24,0.05,9855.69
819,73,441.69,0.13,4981.7
820,1,268.47,0.13,8659.93
821,51,414.17,0.24,147.23
822,45,429.74,0.23,759.89
823,77,464.56,0.22,321.66
824,4,475.42,0.25,7754.31
825,62,281.86,0.49,889.81
